Loyalty_Number,Customer_Name,Loyalty_Tier,Loyalty_Discount
1000480,"mcgriele, zedekiah",Bronze,5%
1000482,"pelcheur, betteanne",Bronze,5%
1000483,"melly, dulsea",Bronz,5%
1000485,"basire, frasier",Bronze,5%
1000486,"grzesiak, elijah",bronze,5%
1000487,"banes, granville",Bronze,5%
1000488,"cornil, alexandra",Bronze,5%
1000489,"yglesia, felicity",Bronze,5%
1000491,"mcelrea, mick",Bronze,5%
1000492,"acutt, wernher",Bronze,5%
1000495,"spurden, tynan",Bronze,5%
1000498,"dykins, grete",Bronze,5%
1000501,"macmenamie, lillian",Bronz,5%
1000503,"spirit, robb",Bronz,5%
1000505,"mertgen, fabio",Bronze,5%
1000507,"pietrusiak, gerhardt",Bronze,5%
1000512,"rutherford, alina",Bronze,5%
1000513,"chadwick, olvan",Bronze,5%
1000514,"newling, aldous",Bronze,5%
1000517,"salmond, pryce",Bronze,5%
1000518,"lebbon, xaviera",Bronze,5%
1000524,"wherton, delila",Bronz,5%
1000525,"friskey, sascha",Bronze,5%
1000526,"hentzer, christa",Bronze,5%
1000527,"harkins, rowena",Bronze,5%
1000532,"april, stacey",Bronze,5%
1000538,"stallion, dolores",Bronze,5%
1000542,"kisting, chandler",Bronze,5%
1000543,"caghy, delores",Bronze,5%
1000544,"vasyagin, alida",Bronz,5%
1000545,"heaker, violetta",Bronz,5%
1000547,"cranmer, larry",Bronze,5%
1000548,"kippie, gorden",bronze,5%
1000552,"oddie, cathy",Bronze,5%
1000554,"eastman, ailee",Bronze,5%
1000556,"shepley, kiersten",Bronze,5%
1000558,"fosdick, tova",Bronze,5%
1000562,"bowskill, stafani",Bronze,5%
1000564,"joanic, nikki",Bronze,5%
1000565,"keers, ilise",Bronze,5%
1000566,"fowle, lilias",Bronz,5%
1000568,"hutfield, bonnibelle",Bronz,5%
1000571,"bucknell, barclay",bronze,5%
1000576,"lantiffe, drucie",Bronze,5%
1000578,"stode, natka",Bronze,5%
1000579,"baldacco, rik",Bronze,5%
1000580,"girvin, katie",Bronze,5%
1000581,"rea, wayland",Bronze,5%
1000583,"goodlet, anthony",Bronze,5%
1000584,"bonnar, marie",Bronze,5%
1000590,"presslie, sapphira",Bronze,5%
1000591,"danielis, georgena",Bronz,5%
1000592,"ozanne, albrecht",Bronz,5%
1000593,"myles, jillian",Bronze,5%
1000594,"raise, chanda",bronze,5%
1000595,"grono, lyssa",Bronze,5%
1000597,"elsley, tann",Bronze,5%
1000599,"woodnutt, augustina",Bronze,5%
1000600,"kennard, filbert",bronze,5%
1000601,"eddie, guthrie",Bronze,5%
1000603,"kerbey, jedidiah",Bronze,5%
1000605,"barrett, chanda",Bronze,5%
1000607,"arnao, christie",Bronz,5%
1000609,"soar, melvin",Bronz,5%
1000611,"rippin, kati",Bronze,5%
1000613,"gittings, vita",Bronze,5%
1000615,"middell, chuck",Bronz,5%
1000616,"trenbay, farra",Bronz,5%
1000619,"osbaldstone, livvyy",Bronze,5%
1000620,"buzine, sasha",bronze,5%
1000622,"clyant, adoree",Bronze,5%
1000625,"haggerwood, tiler",Bronze,5%
1000628,"ankrett, eartha",Bronze,5%
1000630,"emby, marnie",Bronze,5%
1000635,"dumphries, arnoldo",Bronz,5%
1000638,"rowley, carce",bronze,5%
1000639,"dawidowsky, brandise",Bronze,5%
1000642,"kembry, valera",Bronze,5%
1000643,"klesel, kimberly",Bronze,5%
1000648,"gendricke, sarge",Bronze,5%
1000650,"pittson, ulrica",Bronze,5%
1000651,"allmann, walker",Bronz,5%
1000652,"battista, goldia",Bronze,5%
1000653,"yukhnin, enid",Bronze,5%
1000654,"gayden, omar",Bronze,5%
1000656,"dibdall, sherlock",Bronze,5%
1000658,"easton, clerissa",Bronze,5%
1000659,"basili, kylynn",Bronz,5%
1000660,"blunsen, lodovico",Bronze,5%
1000661,"maharey, olin",Bronze,5%
1000667,"walczynski, joshia",Bronze,5%
1000668,"tuhy, mattheus",bronze,5%
1000669,"rosander, kamila",Bronze,5%
1000670,"clementet, elsi",Bronze,5%
1000671,"derle, erie",Bronze,5%
1000672,"kahn, francine",Bronze,5%
1000673,"danskine, linnell",Bronze,5%
1000674,"groocock, nicholle",Bronze,5%
1000676,"brattan, marshal",Bronz,5%
1000677,"camolli, evangelia",Bronze,5%
1000678,"gommowe, bidget",Bronz,5%
1000680,"checci, inessa",bronze,5%
1000687,"padefield, elijah",Bronz,5%
1000689,"fermoy, jock",Bronze,5%
1000693,"radley, forest",Bronze,5%
1000695,"moxon, husain",Bronze,5%
1000697,"havesides, marya",Bronze,5%
1000700,"gittus, hillier",Bronze,5%
1000701,"daugherty, celka",Bronze,5%
1000702,"setterington, cyndi",Bronze,5%
1000705,"gracey, rowena",bronze,5%
1000706,"wandrey, pattie",Bronz,5%
1000708,"sessions, caz",Bronz,5%
1000709,"ziemsen, megan",Bronze,5%
1000710,"ilchuk, tonnie",Bronz,5%
1000716,"gillum, lesli",Bronze,5%
1000717,"congram, joelly",Bronze,5%
1000718,"pryell, domenico",Bronze,5%
1000722,"danher, bernardina",Bronz,5%
1000725,"cohn, geordie",Bronze,5%
1000729,"dowdell, lacie",Bronz,5%
1000730,"blown, clementius",Bronze,5%
1000731,"schirak, stanwood",Bronz,5%
1000735,"rigden, maire",Bronze,5%
1000737,"doidge, jordan",bronze,5%
1000738,"lecordier, samson",Bronze,5%
1000740,"ahrendsen, jonie",bronze,5%
1000741,"tomankowski, thorin",Bronze,5%
1000742,"drew-clifton, brett",Bronze,5%
1000746,"kilford, buck",Bronze,5%
1000748,"carey, rivi",Bronz,5%
1000752,"macaindreis, angeline",Bronze,5%
1000753,"rugge, shandeigh",Bronze,5%
1000754,"dibsdale, colver",Bronze,5%
1000757,"furniss, theressa",Bronze,5%
1000758,"camier, kalie",Bronze,5%
1000759,"vyse, seana",Bronze,5%
1000763,"lakenden, gonzales",bronze,5%
1000764,"kiffe, ninnette",bronze,5%
1000766,"jessopp, lily",Bronz,5%
1000769,"cluet, tamiko",Bronze,5%
1000771,"tregunna, theressa",Bronze,5%
1000775,"donaghy, patrizia",bronze,5%
1000777,"northgraves, regen",Bronze,5%
1000779,"mclenahan, reba",Bronze,5%
1000782,"southerell, averil",Bronze,5%
1000784,"pethybridge, gunther",Bronze,5%
1000788,"wheater, quill",Bronz,5%
1000789,"kmiec, isa",Bronze,5%
1000790,"perago, velvet",Bronze,5%
1000792,"powdrill, wilhelmina",Bronz,5%
1000793,"varndall, pammy",Bronze,5%
1000794,"wackley, frederich",Bronz,5%
1000795,"maciocia, tripp",Bronze,5%
1000796,"arlott, jsandye",Bronze,5%
1000797,"dahlen, melisandra",Bronze,5%
1000798,"macgeaney, saw",Bronze,5%
1000799,"cavanagh, benson",Bronze,5%
1000800,"rozycki, celestyna",Bronz,5%
1000801,"plumer, lelia",Bronz,5%
1000803,"martinolli, mireielle",Bronze,5%
1000808,"marder, tarra",Bronze,5%
1000810,"satterley, wat",Bronze,5%
1000812,"bampkin, ashil",bronze,5%
1000816,"truett, mellie",Bronze,5%
1000817,"sweetlove, dyann",Bronze,5%
1000819,"houldey, glenna",Bronze,5%
1000823,"kurton, meara",Bronze,5%
1000824,"joseph, dennis",Bronze,5%
1000826,"stuer, nolana",Bronze,5%
1000828,"tams, katey",bronze,5%
1000829,"lodin, stanton",Bronze,5%
1000831,"dusting, alvira",Bronze,5%
1000836,"marrington, raimundo",Bronze,5%
1000840,"grisard, terrence",Bronze,5%
1000842,"clayal, bevin",bronze,5%
1000843,"patty, marshall",Bronze,5%
1000846,"jennions, phylis",Bronze,5%
1000847,"killerby, karon",Bronz,5%
1000848,"eixenberger, justine",bronze,5%
1000849,"jewsbury, kimble",Bronze,5%
1000851,"lammers, shena",Bronze,5%
1000854,"jorden, ranna",Bronz,5%
1000857,"russam, jaymie",bronze,5%
1000858,"cartmale, thekla",Bronz,5%
1000861,"jesteco, alison",Bronz,5%
1000862,"alstead, gnni",Bronz,5%
1000866,"oswal, leonidas",bronze,5%
1000869,"de bell, dawna",Bronz,5%
1000871,"trow, xaviera",Bronze,5%
1000872,"copp, cordy",Bronze,5%
1000873,"hadny, felic",Bronz,5%
1000875,"keegan, rustie",Bronze,5%
1000876,"huff, kalli",Bronze,5%
1000877,"abbiss, damiano",Bronze,5%
1000884,"macsherry, stormie",Bronz,5%
1000889,"burl, debby",Bronze,5%
1000892,"grimmert, rosabella",Bronz,5%
1000893,"olivazzi, eberto",Bronze,5%
1000894,"rouf, arni",Bronze,5%
1000895,"lozano, storm",Bronze,5%
1000896,"fleisch, sheelagh",bronze,5%
1000903,"brightey, katharina",Bronze,5%
1000907,"pavlata, rosene",Bronze,5%
1000913,"lissemore, burke",Bronz,5%
1000914,"stanger, tracie",Bronze,5%
1000915,"tremble, vaughn",Bronze,5%
1000918,"tyson, margery",Bronze,5%
1000919,"iorns, dyna",bronze,5%
1000920,"sandeford, eveleen",bronze,5%
1000921,"stienton, gussie",Bronz,5%
1000922,"mansion, lil",Bronz,5%
1000923,"swann, scot",Bronze,5%
1000924,"boynes, constantine",Bronze,5%
1000925,"anyene, aland",Bronze,5%
1000927,"thurnham, gris",Bronze,5%
1000929,"jakeman, wilek",Bronz,5%
1000931,"mattessen, barny",Bronze,5%
1000937,"naper, stephanus",bronze,5%
1000942,"perchard, callie",bronze,5%
1000946,"waples, aurelia",Bronze,5%
1000948,"milington, tabb",Bronze,5%
1000951,"rowthorn, ebenezer",Bronze,5%
1000952,"bonhill, salvador",Bronz,5%
1000954,"josef, emanuele",Bronze,5%
1000955,"saw, thorvald",Bronze,5%
1000957,"readshall, aggie",Bronze,5%
1000958,"milkeham, perla",Bronze,5%
1000965,"ruffler, trish",bronze,5%
1000966,"mcgeffen, babs",Bronze,5%
1000972,"grimolbie, fredi",Bronz,5%
1000973,"wyllcocks, isadora",Bronz,5%
1000976,"corben, rozella",Bronze,5%
1000978,"hopkyns, mae",Bronze,5%
1000980,"sanpher, abra",Bronze,5%
1000986,"joseff, priscella",Bronze,5%
1000988,"moulin, shay",Bronze,5%
1000989,"rickardes, lydon",Bronze,5%
1000993,"grut, gerhardt",bronze,5%
1000995,"bottrill, blane",Bronze,5%
1000996,"schrei, khalil",bronze,5%
1000998,"stockney, carmelle",Bronz,5%
1000999,"johnson, rosemaria",Bronze,5%
1001000,"cardenosa, keelia",Bronze,5%
1001001,"norcock, jarib",Bronz,5%
1001003,"ranby, anjela",Bronze,5%
1001004,"odda, gretal",Bronz,5%
1001009,"heistermann, layton",Bronze,5%
1001011,"verrills, alyda",Bronze,5%
1001013,"chapelhow, timmie",Bronz,5%
1001015,"lockitt, tate",Bronze,5%
1001016,"fieldstone, rosalyn",bronze,5%
1001017,"sheardown, lezlie",Bronze,5%
1001018,"gabits, alfonse",Bronze,5%
1001019,"gulc, chip",Bronze,5%
1001020,"angel, elisabet",Bronze,5%
1001021,"bonwick, arline",Bronze,5%
1001022,"scranedge, kelcie",Bronze,5%
1001023,"goodman, tann",Bronze,5%
1001025,"toquet, augustin",Bronze,5%
1001026,"keford, murray",Bronze,5%
1001031,"feetham, filia",Bronz,5%
1001035,"iwanczyk, britta",Bronze,5%
1001036,"eggins, bobbie",Bronze,5%
1001040,"townshend, lana",Bronz,5%
1001041,"niblo, phillipe",Bronze,5%
1001046,"klemmt, donna",bronze,5%
1001047,"creech, angelle",bronze,5%
1001048,"posnett, katheryn",Bronz,5%
1001049,"aliberti, chlo",bronze,5%
1001050,"ledson, aimee",Bronze,5%
1001054,"dobel, constanta",Bronze,5%
1001058,"cockitt, nil",Bronze,5%
1001059,"kays, kial",Bronze,5%
1001061,"creus, cello",Bronze,5%
1001064,"blaasch, chery",Bronze,5%
1001070,"blunn, saunders",Bronze,5%
1001072,"gladbeck, pren",Bronze,5%
1001073,"sherrin, dame",Bronze,5%
1001075,"fenny, allard",Bronze,5%
1001078,"baudassi, christiana",Bronze,5%
1001085,"carreyette, giselle",bronze,5%
1001086,"leathard, maudie",bronze,5%
1001090,"dallimare, gayelord",Bronz,5%
1001092,"hartfield, gene",Bronz,5%
1001094,"shills, stanislaus",Bronze,5%
1001096,"bagshaw, falkner",Bronz,5%
1001098,"nettles, renard",Bronze,5%
1001100,"turrill, ty",Bronz,5%
1001102,"agates, rebeka",Bronze,5%
1001104,"dakhno, lotte",Bronze,5%
1001106,"kemmish, pavla",Bronze,5%
1001107,"kitchen, diana",Bronze,5%
1001108,"werndly, rafael",bronze,5%
1001112,"sanper, ira",Bronz,5%
1001113,"motto, lock",Bronze,5%
1001114,"vasilevich, carolus",Bronze,5%
1001115,"tonbye, ree",bronze,5%
1001117,"challenor, katerine",Bronze,5%
1001120,"kybert, minne",Bronze,5%
1001123,"coultard, erwin",Bronz,5%
1001125,"de freitas, editha",Bronze,5%
1001128,"witherden, pearline",Bronze,5%
1001131,"lax, geralda",Bronze,5%
1001132,"mariner, leyla",Bronze,5%
1001134,"harborow, lloyd",Bronze,5%
1001136,"braizier, rois",Bronze,5%
1001139,"swindall, jae",Bronze,5%
1001141,"eliasson, weston",Bronz,5%
1001146,"esposi, jo ann",Bronze,5%
1001148,"tilbey, lock",Bronz,5%
1001149,"durand, brigid",Bronze,5%
1001151,"sircombe, barrett",Bronze,5%
1001152,"poynton, vincents",Bronze,5%
1001153,"juett, wain",Bronze,5%
1001157,"gloster, gradey",Bronz,5%
1001159,"beeching, monti",Bronze,5%
1001169,"kier, ara",Bronz,5%
1001170,"matzen, gregorius",bronze,5%
1001172,"georghiou, nellie",Bronz,5%
1001175,"jeffs, clerissa",Bronze,5%
1001177,"baldree, gal",Bronz,5%
1001178,"siderfin, georgia",bronze,5%
1001187,"queste, eddie",Bronz,5%
1001188,"sedgeman, hadrian",Bronze,5%
1001190,"novotni, wynne",Bronz,5%
1001191,"denty, zerk",Bronz,5%
1001192,"mowbury, paige",Bronze,5%
1001193,"tappor, rinaldo",bronze,5%
1001194,"ruprich, gale",Bronz,5%
1001195,"mor, tildy",Bronz,5%
1001196,"dupoy, page",Bronze,5%
1001200,"emberson, maximilien",Bronze,5%
1001202,"crewe, gillan",Bronz,5%
1001203,"o' hogan, virgie",Bronze,5%
1001204,"stother, myrvyn",bronze,5%
1001205,"pask, trev",Bronze,5%
1001206,"cottham, regan",Bronze,5%
1001207,"arrigucci, fredrick",Bronz,5%
1001208,"lampkin, ellery",Bronze,5%
1001210,"challener, cairistiona",Bronz,5%
1001211,"whybray, allina",Bronze,5%
1001212,"pashen, amelia",Bronze,5%
1001214,"stainton, hewe",Bronze,5%
1001218,"cullrford, cassaundra",Bronz,5%
1001222,"morby, vasily",Bronze,5%
1001224,"dyka, silva",Bronze,5%
1001227,"tooth, ivonne",Bronz,5%
1001228,"vasiliu, isador",Bronze,5%
1001233,"alessandrini, gothart",Bronze,5%
1001236,"coffelt, fidole",Bronze,5%
1001237,"cancellario, riobard",Bronze,5%
1001241,"redgrave, frasier",Bronz,5%
1001243,"menlow, suzanna",Bronz,5%
1001245,"cocksedge, stephanus",Bronze,5%
1001246,"nansom, lorenza",Bronze,5%
1001250,"bramer, aggie",Bronze,5%
1001252,"arnatt, matti",Bronze,5%
1001253,"leaman, garek",Bronze,5%
1001256,"gillanders, helsa",Bronze,5%
1001257,"humbles, cheston",Bronz,5%
1001259,"snedker, meredeth",Bronze,5%
1001260,"dunbar, filbert",Bronze,5%
1001266,"scholler, tyson",Bronz,5%
1001267,"smithyman, anetta",Bronze,5%
1001268,"gavrielly, benjamin",Bronze,5%
1001272,"liff, hollie",Bronze,5%
1001274,"boydell, zarah",Bronze,5%
1001276,"mallock, elana",bronze,5%
1001277,"vasyutkin, gus",Bronze,5%
1001279,"peron, florette",Bronze,5%
1001282,"lowey, lurette",Bronze,5%
1001283,"stonary, jae",Bronz,5%
1001286,"hewes, licha",Bronze,5%
1001290,"glandon, rae",Bronze,5%
1001292,"jouannot, demeter",Bronze,5%
1001293,"buttwell, sid",Bronze,5%
1001294,"kingsley, amil",bronze,5%
1001296,"leavold, ynes",Bronz,5%
1001300,"craigie, selina",Bronze,5%
1001303,"renish, zechariah",Bronze,5%
1001304,"bartolomeoni, dorise",Bronz,5%
1001305,"paddle, archie",Bronz,5%
1001308,"locarno, dmitri",Bronze,5%
1001311,"feore, sholom",Bronz,5%
1001312,"maccague, rowney",Bronze,5%
1001313,"inmett, amberly",bronze,5%
1001315,"scandrick, kordula",Bronz,5%
1001319,"penketh, lucas",Bronze,5%
1001322,"barthelmes, lorene",Bronze,5%
1001323,"ronan, lydie",Bronze,5%
1001325,"dudgeon, janet",Bronz,5%
1001328,"gelsthorpe, stevie",Bronze,5%
1001333,"kollaschek, hebert",Bronz,5%
1001335,"barttrum, cirillo",Bronze,5%
1001337,"pieters, zeb",Bronze,5%
1001339,"borgne, adair",bronze,5%
1001341,"fletham, jorrie",Bronze,5%
1001343,"avard, verene",Bronze,5%
1001344,"macaree, norri",Bronz,5%
1001345,"chansonnau, christian",Bronze,5%
1001347,"tankin, gavra",Bronze,5%
1001349,"mollnar, oralee",bronze,5%
1001350,"blowers, gerrard",Bronz,5%
1001351,"haskayne, mohandis",Bronz,5%
1001355,"titheridge, doy",Bronze,5%
1001356,"fosberry, ulrica",Bronz,5%
1001359,"djordjevic, tiffy",Bronz,5%
1001361,"pretswell, tomasina",Bronze,5%
1001366,"jevon, mirilla",Bronze,5%
1001367,"grundy, turner",Bronz,5%
1001369,"peakman, fae",bronze,5%
1001374,"forton, alleyn",bronze,5%
1001375,"jozwicki, ira",Bronze,5%
1001378,"purchase, jarrid",Bronze,5%
1001379,"summerscales, evangelina",bronze,5%
1001380,"guillem, rosemaria",Bronze,5%
1001381,"livoir, lauren",Bronze,5%
1001382,"shrimplin, claybourne",Bronz,5%
1001383,"pennini, biddy",Bronze,5%
1001385,"dallosso, silvio",Bronz,5%
1001389,"symmers, enrico",Bronze,5%
1001391,"earengey, mariel",Bronze,5%
1001392,"romanski, jacklin",Bronze,5%
1001395,"mollison, odelia",Bronze,5%
1001396,"mccully, berkley",Bronze,5%
1001398,"gouly, chrissy",bronze,5%
1001399,"pluck, torrance",Bronze,5%
1001403,"de biasi, butch",Bronze,5%
1001404,"jillard, cristina",Bronze,5%
1001412,"kuna, finn",Bronze,5%
1001414,"elcoate, erika",Bronze,5%
1001419,"gahan, belita",Bronz,5%
1001420,"casement, darla",Bronz,5%
1001421,"reddel, alan",Bronze,5%
1001422,"maylam, eleanore",Bronze,5%
1001427,"leborgne, kikelia",Bronze,5%
1001428,"ciric, effie",Bronze,5%
1001431,"scottini, salvatore",Bronze,5%
1001433,"fendt, robinette",Bronze,5%
1001434,"sante, anne-corinne",bronze,5%
1001436,"everall, colleen",Bronze,5%
1001437,"beadman, jehu",Bronze,5%
1001439,"cater, erik",Bronze,5%
1001441,"schwant, beryle",Bronze,5%
1001442,"giacobbo, louise",bronze,5%
1001444,"fortey, harry",Bronz,5%
1001447,"enderby, merla",Bronze,5%
1001449,"bradmore, carolynn",Bronz,5%
1001450,"radbone, harlin",Bronze,5%
1001452,"eburne, diana",Bronze,5%
1001456,"thrower, yehudi",Bronze,5%
1001457,"wigsell, rodrick",Bronz,5%
1001460,"alleyn, leslie",Bronze,5%
1001462,"casotti, alli",Bronz,5%
1001463,"jellis, toddie",Bronze,5%
1001465,"ballintime, happy",Bronz,5%
1001468,"bullier, judah",Bronz,5%
1001469,"sture, anabelle",Bronz,5%
1001477,"lorriman, leigh",Bronze,5%
1001478,"budgett, ellerey",Bronze,5%
1001486,"briers, odilia",bronze,5%
1001488,"havelin, hermina",Bronze,5%
1001490,"dannell, berty",Bronze,5%
1001493,"drysdell, erskine",Bronz,5%
1001494,"quincey, gerrilee",Bronze,5%
1001495,"uc, jeniece",Bronze,5%
1001498,"rustadge, brant",bronze,5%
1001503,"allberry, beret",Bronze,5%
1001504,"shildrick, ferdinanda",Bronze,5%
1001506,"knight, giavani",Bronze,5%
1001508,"eck, eimile",Bronze,5%
1001511,"ducker, rona",Bronz,5%
1001513,"harber, pearce",Bronze,5%
1001514,"whatham, padriac",Bronz,5%
1001515,"wales, tessa",Bronze,5%
1001520,"gravey, sarette",Bronze,5%
1001521,"lyndon, sybil",Bronz,5%
1001522,"lesmonde, carolina",Bronze,5%
1001523,"derry, drucy",Bronze,5%
1001526,"rennels, godfrey",Bronze,5%
1001528,"trengrouse, natalya",Bronze,5%
1001529,"santora, orson",Bronze,5%
1001532,"gorioli, gabbey",Bronze,5%
1001534,"clemenzo, lizzy",Bronz,5%
1001535,"glamart, elayne",Bronze,5%
1001536,"lorkins, meridel",bronze,5%
1001537,"halegarth, coralie",bronze,5%
1001538,"dash, gaelan",Bronze,5%
1001540,"allington, tommy",Bronze,5%
1001545,"dedden, robby",Bronz,5%
1001550,"skitch, jennette",Bronze,5%
1001551,"broomhead, jordain",Bronze,5%
1001557,"oliphand, gilbert",Bronz,5%
1001560,"mcnamara, clemmy",Bronze,5%
1001561,"lefort, aliza",Bronze,5%
1001565,"maharey, lynnette",Bronze,5%
1001568,"baylie, hyman",bronze,5%
1001569,"suffe, donny",Bronze,5%
1001570,"blasiak, ced",Bronze,5%
1001572,"rahlof, earl",Bronz,5%
1001573,"skirlin, elia",Bronze,5%
1001575,"browning, galven",Bronze,5%
1001576,"augustus, eziechiele",Bronze,5%
1001579,"sahlstrom, arlina",Bronze,5%
1001584,"dutson, jane",bronze,5%
1001585,"iacobetto, hailey",Bronze,5%
1001589,"whyley, bethina",bronze,5%
1001591,"sidaway, corrine",Bronze,5%
1001595,"macnair, cy",Bronze,5%
1001599,"guilliatt, marissa",Bronze,5%
1001602,"scroyton, elladine",Bronze,5%
1001604,"bulward, rena",Bronz,5%
1001605,"harnor, mathias",Bronze,5%
1001608,"cornau, willey",Bronz,5%
1001610,"morrill, korney",Bronz,5%
1001611,"pierrepoint, ronni",Bronz,5%
1001616,"zannotelli, robin",Bronze,5%
1001618,"pykett, ansell",Bronz,5%
1001623,"mc andrew, brnaby",Bronz,5%
1001626,"barnaclough, robenia",Bronz,5%
1001627,"bradie, kale",Bronze,5%
1001628,"norley, bank",Bronze,5%
1001631,"dahler, bernard",Bronze,5%
1001632,"desantis, talbot",Bronze,5%
1001633,"shann, marcelia",Bronze,5%
1001634,"mouat, francesco",Bronz,5%
1001637,"winterscale, eddie",Bronze,5%
1001643,"brennon, quintina",Bronz,5%
1001645,"georger, sari",Bronz,5%
1001646,"barthod, talia",Bronze,5%
1001647,"gantlett, daryle",Bronze,5%
1001650,"egle, micheal",Bronze,5%
1001654,"cowoppe, leanna",Bronze,5%
1001655,"macgiffin, shamus",Bronze,5%
1001657,"nicklinson, horst",Bronze,5%
1001659,"cadding, brooke",Bronz,5%
1001661,"tuft, tonye",Bronz,5%
1001662,"mallock, ryley",Bronz,5%
1001663,"mosley, maryellen",Bronz,5%
1001664,"cleverly, oran",Bronze,5%
1001665,"aucott, everett",Bronze,5%
1001668,"everill, rosa",Bronze,5%
1001669,"swannell, kristan",Bronze,5%
1001670,"caudle, keefe",Bronze,5%
1001671,"dullingham, hayley",Bronz,5%
1001672,"gulk, cassie",Bronze,5%
1001676,"crangle, ella",bronze,5%
1001677,"bowery, bradford",Bronz,5%
1001682,"gottschalk, kathi",Bronz,5%
1001684,"blaydes, milton",Bronze,5%
1001686,"mayell, lydie",Bronze,5%
1001688,"beamiss, gerardo",Bronze,5%
1001689,"doore, rois",Bronze,5%
1001690,"balazot, ewan",Bronze,5%
1001692,"macturlough, farrell",Bronze,5%
1001693,"grindlay, woodie",Bronz,5%
1001695,"bartlomiej, cornelius",Bronze,5%
1001699,"kilbourn, leesa",Bronz,5%
1001700,"talman, symon",Bronze,5%
1001702,"divell, ansley",Bronz,5%
1001703,"hayth, horten",Bronze,5%
1001704,"chesshyre, salomi",Bronze,5%
1001705,"webland, ardeen",Bronze,5%
1001706,"vasechkin, nelie",Bronze,5%
1001710,"arro, renard",Bronze,5%
1001711,"erickson, mortimer",Bronz,5%
1001717,"gemmell, nicolai",Bronze,5%
1001718,"wincom, wren",Bronze,5%
1001723,"tourville, lydie",Bronze,5%
1001724,"pollack, garreth",Bronze,5%
1001732,"copins, marleen",Bronze,5%
1001739,"maddison, livia",Bronze,5%
1001740,"seaton, fianna",bronze,5%
1001741,"pamplin, gard",Bronze,5%
1001744,"fright, joshua",Bronz,5%
1001745,"cordey, cal",bronze,5%
1001748,"lambart, kial",Bronze,5%
1001753,"arrault, mira",bronze,5%
1001754,"viggers, far",Bronze,5%
1001755,"masham, emmeline",Bronze,5%
1001756,"phythean, willey",Bronze,5%
1001757,"teeney, cad",Bronze,5%
1001761,"collis, sibby",Bronze,5%
1001762,"trevain, artur",Bronze,5%
1001766,"macginlay, florella",Bronze,5%
1001768,"ratazzi, breanne",Bronz,5%
1001775,"henrych, judi",Bronze,5%
1001776,"hele, kelwin",Bronze,5%
1001777,"kinsett, delano",Bronze,5%
1001778,"sweeny, lydon",Bronz,5%
1001779,"conochie, gayle",Bronz,5%
1001780,"backshill, dru",Bronze,5%
1001781,"elgar, evy",Bronze,5%
1001782,"ockwell, beniamino",Bronze,5%
1001785,"houseman, bradford",Bronze,5%
1001791,"bramstom, myrtice",Bronze,5%
1001793,"vaz, willy",Bronz,5%
1001796,"bes, sibylle",Bronz,5%
1001797,"ridgewell, pepita",Bronz,5%
1001801,"hensmans, marlee",Bronze,5%
1001806,"hastin, sigismundo",Bronze,5%
1001807,"covotti, abeu",Bronz,5%
1001809,"hobden, eilis",Bronze,5%
1001810,"harce, jakie",Bronze,5%
1001814,"simpkin, rasia",bronze,5%
1001815,"bensley, joby",Bronze,5%
1001816,"phillcox, arv",Bronze,5%
1001817,"skyner, hannie",Bronze,5%
1001818,"harwick, joachim",Bronze,5%
1001819,"lindenblatt, kordula",Bronze,5%
1001820,"mcdade, bern",bronze,5%
1001821,"gooble, corrie",Bronze,5%
1001822,"stearns, giffard",Bronze,5%
1001823,"spottiswood, gasper",Bronze,5%
1001829,"alfonsetti, danya",Bronze,5%
1001831,"doughill, nissy",Bronze,5%
1001832,"vaneev, annmarie",Bronze,5%
1001835,"hayzer, seka",Bronze,5%
1001838,"ratchford, rolfe",Bronze,5%
1001841,"matieu, maura",Bronze,5%
1001844,"mcrannell, osborne",bronze,5%
1001847,"arndell, edyth",Bronze,5%
1001848,"middle, jarid",Bronze,5%
1001849,"taber, virgilio",Bronz,5%
1001850,"arnau, vassily",Bronze,5%
1001853,"wedgbrow, robena",Bronze,5%
1001854,"moncrieffe, gardener",Bronze,5%
1001857,"morley, bronnie",Bronze,5%
1001859,"powelee, domingo",Bronz,5%
1001862,"saiger, reine",Bronz,5%
1001863,"gumary, ophelia",Bronze,5%
1001864,"haversum, franchot",Bronze,5%
1001865,"mcdarmid, cole",Bronz,5%
1001866,"lowseley, glyn",Bronz,5%
1001868,"signe, marven",Bronz,5%
1001869,"collings, morgana",Bronze,5%
1001870,"mossdale, glynda",Bronze,5%
1001871,"leddy, jacquette",Bronze,5%
1001873,"dene, alfi",bronze,5%
1001880,"tison, betsey",Bronz,5%
1001881,"tarr, rebbecca",Bronze,5%
1001889,"fendlow, wilhelmine",Bronze,5%
1001890,"gartshore, haskel",Bronze,5%
1001893,"bleakman, augustine",bronze,5%
1001894,"royl, buiron",Bronze,5%
1001896,"coudray, carlina",Bronze,5%
1001897,"cammomile, codie",Bronze,5%
1001898,"wathall, estrellita",Bronze,5%
1001899,"duxbarry, wynny",Bronze,5%
1001901,"rawlingson, scottie",Bronze,5%
1001902,"brame, munmro",Bronz,5%
1001903,"clemes, shelly",Bronze,5%
1001905,"carlon, elene",Bronz,5%
1001909,"glazzard, edith",Bronz,5%
1001910,"aitken, mollie",Bronze,5%
1001912,"whitecross, albie",Bronze,5%
1001913,"thieme, ethyl",Bronze,5%
